Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:83029900


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
83029900;2;01/07/2004;;1;1;"97,1296";"2,9234";"25,9464";17;1;1;1;1;"0,0";0;"2,9234";"5,8479";"36,3848";"31,0258";"29,5782";"27,4761";"36,3848";"33,2666";"27,4761";"23,3871";"17,6238";"11,9742";"11,9742";"18,2113";"23,3871";"30,2974";"97,1296";"85,7319";"63,5275";"49,4199";"28,1676";"22,0118";"15,9377";"11,9742";"11,9742";"10,2664";"10,2664";"9,8664";"7,6829";"7,034";"6,1308";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/06/2004;;1;1;"28,8683";"2,2764";"6,3063";12;7;1;1;1;"0,0";0;"5,0516";"4,5631";"6,1308";"5,3084";"4,5631";"3,4818";"2,2764";"4,1071";"5,0516";"4,1071";"3,6826";"28,8683";"22,6925";"11,9742";"8,0218";"7,3537";"6,1308";"5,5738";"6,1308";"5,5738";"4,8032";"4,3311";"4,5631";"3,6826";"3,6826";"4,1071";"3,6826";"3,2884";"3,4818";"2,9234";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/05/2004;;1;1;"17,0492";"1,7327";"6,6169";7;23;1;1;1;"0,0";0;"5,0516";"4,1071";"2,9234";"8,0218";"6,1308";"13,8616";"17,0492";"15,9377";"14,8755";"13,3724";"12,4289";"9,098";"10,677";"10,2664";"9,098";"6,7237";"5,8479";"4,8032";"3,6826";"2,9234";"2,4281";"1,9922";"1,7327";"2,9234";"2,5864";"4,1071";"3,2884";"2,9234";"2,2764";"1,9922";"1,9922";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/04/2004;;1;1;"18,8116";"2,5864";"7,5949";21;3;2;2;2;"0,0";0;"3,6826";"2,7515";"2,5864";"7,6829";"9,098";"11,9742";"12,4289";"9,098";"9,477";"9,477";"9,477";"7,3537";"5,8479";"5,0516";"4,1071";"3,891";"3,891";"3,891";"5,0516";"8,0218";"18,8116";"14,8755";"9,477";"9,8664";"9,8664";"9,098";"7,034";"5,3084";"4,5631";"4,1071";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
83029900;2;01/03/2004;;1;1;"5,8479";"1,8594";"3,0708";15;8;2;2;2;"0,0";0;"2,5864";"2,5864";"2,5864";"2,5864";"2,2764";"2,1311";"2,1311";"1,8594";"2,4281";"2,7515";"2,5864";"2,9234";"3,1023";"4,3311";"5,8479";"4,5631";"3,2884";"2,7515";"2,4281";"3,891";"4,3311";"5,0516";"3,891";"2,9234";"2,5864";"2,2764";"2,1311";"2,2764";"2,2764";"3,4818";"4,3311";1;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/02/2004;;1;1;"21,3448";"2,9234";"6,5773";7;29;2;2;2;"0,0";0;"6,1308";"7,034";"9,098";"8,3705";"6,4227";"17,6238";"21,3448";"12,8949";"7,6829";"6,4227";"5,0516";"4,5631";"4,3311";"3,891";"5,5738";"5,5738";"4,3311";"3,6826";"3,891";"5,5738";"5,3084";"4,8032";"6,4227";"6,1308";"4,8032";"3,891";"3,6826";"3,2884";"2,9234";;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;
83029900;2;01/01/2004;;1;1;"30,2974";"3,2884";"8,0688";1;24;2;2;2;"0,0";0;"30,2974";"21,3448";"14,8755";"11,5308";"9,8664";"8,0218";"7,034";"8,3705";"8,3705";"6,7237";"6,4227";"7,034";"5,5738";"4,8032";"7,6829";"7,6829";"6,7237";"6,1308";"4,8032";"4,3311";"3,891";"4,1071";"3,891";"3,2884";"3,891";"5,3084";"5,5738";"5,0516";"9,477";"10,677";"7,3537";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1
83029900;2;01/12/2003;;1;1;"39,6528";"2,4281";"15,081";15;8;2;2;2;"0,0";0;"3,1023";"3,2884";"3,891";"4,5631";"4,8032";"4,8032";"3,4818";"2,4281";"7,3537";"8,3705";"5,5738";"18,2113";"17,6238";"34,0321";"39,6528";"38,0";"36,3848";"20,0515";"15,9377";"14,3626";"22,6925";"24,0958";"20,6914";"18,2113";"15,9377";"13,8616";"11,5308";"9,477";"7,3537";"10,2664";"27,4761";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/11/2003;;1;1;"20,0515";"4,1071";"8,5249";17;12;2;2;2;"0,0";0;"11,5308";"15,9377";"14,3626";"10,677";"8,7292";"7,6829";"7,3537";"7,3537";"6,7237";"5,5738";"4,8032";"4,1071";"7,034";"8,7292";"7,6829";"7,3537";"20,0515";"18,2113";"13,3724";"9,8664";"7,6829";"5,8479";"5,0516";"4,3311";"7,034";"8,0218";"6,4227";"5,3084";"4,8032";"4,1071";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
83029900;2;01/10/2003;;1;1;"35,5912";"2,7515";"12,5837";27;4;2;2;2;"0,0";0;"5,5738";"4,1071";"3,2884";"2,7515";"2,7515";"3,2884";"18,2113";"14,3626";"19,425";"34,807";"26,1207";"21,3448";"15,9377";"11,5308";"9,098";"7,3537";"6,1308";"5,0516";"4,5631";"4,5631";"5,8479";"8,3705";"7,3537";"5,8479";"4,8032";"22,0118";"35,5912";"30,2974";"21,3448";"15,9377";"12,4289";2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/09/2003;;1;1;"9,8664";"0,6315";"2,2154";29;1;2;2;2;"0,0";0;"0,6315";"0,8405";"0,9192";"0,9192";"1,1846";"1,3873";"1,6119";"1,7327";"1,7327";"2,1311";"2,4281";"2,1311";"1,9922";"1,7327";"1,6119";"1,8594";"1,1846";"1,1846";"1,8594";"2,2764";"2,4281";"1,9922";"1,7327";"1,7327";"1,8594";"1,9922";"2,2764";"2,1311";"9,8664";"9,098";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;
83029900;2;01/08/2003;;1;1;"3,2884";"0,6967";"1,37";1;26;1;1;1;"0,0";0;"3,2884";"2,9234";"2,2764";"2,4281";"2,5864";"2,5864";"2,2764";"1,9922";"1,4968";"1,3873";"1,2833";"0,9192";"1,2833";"1,0911";"0,7663";"1,1846";"0,9192";"0,7663";"1,1846";"1,0027";"0,8405";"0,7663";"0,8405";"0,8405";"0,7663";"0,6967";"1,0027";"0,8405";"0,8405";"0,6967";"0,6967";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/07/2003;;1;1;"30,2974";"1,7327";"5,3539";16;14;1;1;1;"0,0";0;"3,2884";"2,9234";"1,9922";"2,9234";"2,7515";"2,5864";"2,4281";"3,6826";"3,2884";"2,9234";"2,5864";"1,9922";"2,1311";"1,7327";"12,4289";"30,2974";"23,3871";"16,4872";"7,6829";"5,5738";"4,5631";"3,6826";"3,6826";"3,4818";"3,2884";"2,9234";"2,5864";"2,2764";"2,1311";"2,2764";"1,9922";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/06/2003;;1;1;"53,2578";"0,6967";"10,538";9;1;1;1;1;"0,0";0;"0,6967";"1,0911";"5,0516";"6,7237";"15,9377";"22,0118";"31,7634";"42,2027";"53,2578";"36,3848";"7,034";"11,9742";"8,7292";"8,0218";"6,7237";"5,3084";"4,8032";"4,5631";"5,5738";"4,1071";"5,0516";"4,3311";"3,6826";"3,4818";"3,4818";"3,2884";"2,9234";"2,9234";"2,5864";"2,4281";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/05/2003;;1;1;"10,2664";"0,6315";"2,8269";1;31;1;1;1;"0,0";0;"10,2664";"7,6829";"6,1308";"3,4818";"2,5864";"2,1311";"1,7327";"1,8594";"3,891";"2,7515";"1,7327";"1,7327";"2,2764";"1,8594";"1,8594";"2,2764";"2,1311";"2,1311";"1,7327";"1,7327";"1,7327";"8,3705";"3,4818";"2,2764";"1,8594";"1,6119";"1,1846";"1,3873";"1,3873";"1,7327";"0,6315";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/04/2003;;1;1;"8,7292";"1,6119";"3,6056";6;29;1;1;1;"0,0";0;"4,3311";"4,8032";"4,1071";"7,6829";"8,3705";"8,7292";"4,8032";"3,891";"3,891";"3,4818";"3,4818";"3,1023";"2,9234";"2,7515";"3,891";"2,5864";"2,2764";"2,1311";"4,3311";"3,6826";"3,1023";"3,1023";"2,7515";"2,7515";"2,1311";"2,1311";"1,9922";"1,7327";"1,6119";"1,6119";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/03/2003;;1;1;"151,9695";"3,2884";"27,5531";8;31;2;2;2;"0,0";0;"10,677";"11,9742";"13,8616";"24,0958";"28,1676";"23,3871";"140,117";"151,9695";"44,8378";"43,0716";"90,9997";"40,4933";"44,8378";"39,6528";"26,7938";"17,6238";"14,3626";"9,098";"8,7292";"7,6829";"9,477";"8,0218";"7,3537";"5,5738";"5,5738";"5,3084";"4,5631";"4,3311";"4,3311";"3,891";"3,2884";2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/02/2003;;1;1;"33,2666";"5,0516";"16,6642";17;5;2;2;2;"0,0";0;"6,1308";"5,8479";"5,8479";"5,3084";"5,0516";"5,0516";"8,3705";"13,3724";"17,6238";"17,6238";"15,9377";"21,3448";"31,7634";"22,0118";"18,2113";"14,3626";"33,2666";"26,1207";"15,9377";"14,8755";"22,6925";"33,2666";"28,8683";"20,6914";"17,6238";"15,4005";"12,8949";"11,0984";;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;
83029900;2;01/01/2003;;1;1;"20,0515";"4,8032";"9,3831";3;25;2;2;2;"0,0";0;"10,677";"12,8949";"20,0515";"15,9377";"14,3626";"11,9742";"9,8664";"8,3705";"8,0218";"7,3537";"11,5308";"11,0984";"9,098";"8,0218";"7,034";"6,7237";"7,034";"7,6829";"7,6829";"6,7237";"6,4227";"6,1308";"5,5738";"5,3084";"4,8032";"4,8032";"11,0984";"15,9377";"12,8949";"8,7292";"7,034";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/12/2002;;1;1;"83,2268";"11,0984";"29,8662";1;9;2;2;2;"0,0";0;"83,2268";"45,7352";"41,3433";"40,4933";"31,0258";"22,6925";"16,4872";"14,8755";"11,0984";"52,2839";"60,3449";"41,3433";"34,0321";"35,5912";"33,2666";"43,95";"28,1676";"21,3448";"19,425";"25,4567";"29,5782";"20,0515";"20,0515";"25,4567";"28,8683";"24,8018";"20,0515";"16,4872";"14,3626";"12,4289";"11,5308";1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/11/2002;;1;1;"228,1841";"9,098";"40,4154";29;20;1;1;1;"0,0";0;"60,3449";"45,7352";"41,3433";"40,4933";"31,0258";"22,6925";"16,4872";"14,8755";"11,0984";"52,2839";"60,3449";"31,7634";"22,6925";"17,0492";"13,8616";"15,4005";"11,9742";"11,0984";"9,8664";"9,098";"20,6914";"51,3197";"26,7938";"22,6925";"13,3724";"18,2113";"22,0118";"93,0279";"228,1841";"176,6292";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/10/2002;;1;1;"81,9891";"14,3626";"30,5114";6;3;2;2;2;"0,0";0;"17,0492";"15,9377";"14,3626";"17,0492";"34,0321";"81,9891";"64,6078";"38,0";"36,3848";"30,2974";"24,0958";"31,0258";"27,4761";"21,3448";"19,425";"28,1676";"47,5585";"43,95";"31,0258";"24,8018";"24,8018";"28,1676";"23,3871";"24,8018";"31,7634";"39,6528";"23,3871";"17,6238";"18,2113";"27,4761";"38,0";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2
83029900;2;01/09/2002;;1;1;"63,5275";"8,7292";"25,185";15;5;2;2;2;"0,0";0;"11,0984";"10,2664";"9,8664";"9,477";"8,7292";"8,7292";"27,4761";"22,0118";"13,8616";"11,5308";"10,677";"10,2664";"11,9742";"46,6421";"63,5275";"42,2027";"32,5104";"33,2666";"31,0258";"56,2371";"59,3034";"52,2839";"43,95";"28,8683";"21,3448";"18,8116";"16,4872";"14,8755";"13,3724";"14,8755";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
83029900;2;01/08/2002;;1;1;"71,295";"11,9742";"30,8112";7;31;2;2;2;"0,0";0;"63,5275";"66,7977";"57,2496";"49,4199";"34,807";"51,3197";"71,295";"66,7977";"47,5585";"28,1676";"20,0515";"18,2113";"17,0492";"15,9377";"34,807";"31,0258";"23,3871";"20,0515";"17,6238";"15,9377";"14,3626";"15,9377";"28,1676";"29,5782";"25,4567";"20,0515";"16,4872";"14,8755";"13,8616";"13,3724";"11,9742";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/07/2002;;1;1;"22,6925";"2,9234";"4,5446";31;7;2;2;2;"0,0";0;"3,891";"3,891";"3,4818";"3,4818";"3,2884";"3,1023";"2,9234";"3,1023";"3,4818";"3,4818";"3,891";"3,891";"4,3311";"3,891";"3,6826";"3,4818";"3,2884";"3,1023";"3,1023";"3,4818";"3,2884";"3,1023";"3,2884";"3,4818";"3,891";"4,8032";"5,5738";"6,4227";"7,034";"7,034";"22,6925";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2
83029900;2;01/06/2002;;1;1;"5,3084";"3,2884";"4,1335";18;8;1;1;1;"0,0";0;"4,8032";"4,8032";"4,5631";"4,3311";"3,891";"3,891";"3,6826";"3,2884";"3,891";"3,891";"3,891";"3,4818";"3,2884";"3,891";"4,3311";"4,8032";"4,8032";"5,3084";"4,8032";"4,5631";"4,3311";"4,1071";"3,891";"3,6826";"3,891";"3,891";"3,6826";"3,891";"4,1071";"4,3311";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/05/2002;;1;1;"9,098";"5,0516";"6,7392";1;14;1;1;1;"0,0";0;"9,098";"8,0218";"7,6829";"7,3537";"7,034";"6,7237";"6,4227";"5,8479";"5,3084";"5,3084";"5,8479";"5,8479";"5,3084";"5,0516";"5,3084";"5,5738";"5,8479";"6,4227";"7,034";"7,3537";"8,3705";"8,3705";"9,098";"8,7292";"8,3705";"7,6829";"7,034";"6,1308";"5,8479";"5,5738";"5,3084";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/04/2002;;1;1;"17,6238";"7,1567";"11,2133";23;9;1;1;1;"0,0";0;"8,5619";"8,9343";"9,3152";"9,7046";"10,509";"11,3479";"11,3479";"10,509";"7,1567";"8,9343";"9,7046";"9,3152";"8,9343";"8,1979";"8,5619";"8,9343";"9,7046";"10,1025";"12,8949";"13,3724";"15,4005";"16,4872";"17,6238";"17,6238";"15,4005";"12,8949";"12,4289";"11,5308";"11,0984";"9,8664";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/03/2002;;1;1;"11,3479";"6,1907";"8,2039";16;4;1;1;1;;0;"8,1979";"7,4954";"6,8264";"6,1907";"6,5044";"6,8264";"7,4954";"7,4954";"8,1979";"8,1979";"8,9343";"9,7046";"9,7046";"9,7046";"10,509";"11,3479";"10,509";"9,7046";"8,5619";"7,8425";"6,1907";"6,8264";"7,4954";"8,1979";"7,4954";"7,4954";"7,4954";"7,8425";"8,1979";"8,9343";"8,1979";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/02/2002;;1;1;"15,5526";"7,8425";"11,0096";13;11;1;1;1;;0;"14,0723";"13,1293";"13,1293";"12,2212";"11,7802";"11,3479";"10,9242";"10,1025";"9,7046";"8,9343";"7,8425";"10,1025";"15,5526";"15,0504";"14,0723";"13,1293";"13,1293";"12,2212";"10,509";"8,9343";"8,1979";"8,1979";"8,9343";"9,7046";"10,509";"9,7046";"8,9343";"8,1979";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
83029900;2;01/01/2002;;1;1;"19,3165";"3,7365";"11,0655";25;19;1;1;1;;0;"6,1907";"7,4954";"8,9343";"9,7046";"11,3479";"12,2212";"13,1293";"14,0723";"16,0637";"14,0723";"10,509";"11,7802";"10,509";"8,9343";"8,1979";"7,1567";"6,1907";"5,5882";"3,7365";"4,4814";"3,9768";"4,7459";"13,5965";"16,5836";"19,3165";"18,1965";"15,0504";"16,0637";"16,0637";"15,0504";"14,0723";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/12/2001;;1;1;"26,7938";"6,1907";"15,064";7;27;1;1;1;;0;"20,4722";"25,4567";"20,4722";"18,752";"19,3165";"24,1561";"26,7938";"25,4567";"24,1561";"21,664";"20,4722";"18,752";"17,65";"17,1123";"16,0637";"14,0723";"13,1293";"12,2212";"11,7802";"10,509";"10,1025";"9,7046";"8,9343";"8,1979";"7,4954";"6,8264";"6,1907";"6,8264";"7,8425";"8,5619";"7,8425";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/11/2001;;1;1;"50,365";"6,8264";"19,6072";12;7;2;2;2;;0;"9,3152";"8,1979";"7,8425";"7,4954";"7,1567";"7,1567";"6,8264";"8,5619";"9,3152";"8,5619";"29,5782";"50,365";"42,2027";"35,5912";"34,0321";"32,5104";"30,2974";"28,1676";"25,4567";"24,1561";"22,8919";"21,664";"19,3165";"18,1965";"16,5836";"15,0504";"15,5526";"16,0637";"15,5526";"14,557";;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83029900;2;01/10/2001;;1;1;"356,5893";"10,1025";"70,7682";1;31;2;2;2;"0,0";0;"356,5893";"272,2341";"243,5136";"133,163";"116,31";"105,5101";"95,0713";"93,0279";"90,9997";"89,9912";"84,4743";"74,7709";"65,6979";"52,2839";"28,1676";"19,3165";"20,4722";"20,4722";"19,8899";"36,3848";"31,0258";"25,4567";"20,4722";"16,5836";"14,557";"13,1293";"11,7802";"11,3479";"10,509";"10,509";"10,1025";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/09/2001;;1;1;"122,9587";"8,5619";"31,5774";29;4;2;2;2;"0,0";0;"14,557";"12,2212";"9,7046";"8,5619";"19,3165";"26,7938";"25,4567";"22,2734";"19,8899";"31,0258";"63,5275";"53,2578";"31,7634";"27,4761";"25,4567";"20,4722";"16,5836";"14,557";"13,1293";"11,7802";"10,9242";"9,7046";"20,4722";"28,8683";"23,5194";"19,8899";"17,1123";"114,1217";"122,9587";"111,9474";;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;
83029900;2;01/08/2001;;1;1;"24,8018";"5,8853";"9,825";30;19;2;2;2;;0;"14,0723";"13,1293";"12,2212";"11,3479";"10,509";"9,7046";"8,9343";"8,9343";"8,5619";"8,5619";"8,1979";"8,1979";"7,8425";"7,1567";"6,8264";"6,5044";"6,1907";"6,1907";"5,8853";"5,8853";"6,8264";"7,4954";"7,1567";"6,1907";"6,8264";"6,8264";"7,8425";"18,752";"17,1123";"24,8018";"19,8899";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/07/2001;;1;1;"36,3848";"7,8425";"15,6118";27;18;2;2;2;;0;"19,3165";"17,1123";"16,0637";"14,557";"13,5965";"13,1293";"12,2212";"11,7802";"10,9242";"10,509";"10,1025";"11,7802";"10,9242";"9,7046";"8,9343";"8,5619";"8,5619";"7,8425";"30,2974";"26,1207";"17,65";"15,0504";"12,6709";"11,3479";"12,2212";"18,1965";"36,3848";"31,7634";"22,8919";"18,1965";"15,5526";2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/06/2001;;1;1;"58,2716";"8,9343";"20,5105";27;16;2;2;2;;0;"31,7634";"24,8018";"22,2734";"19,3165";"17,1123";"15,5526";"15,5526";"14,557";"13,1293";"12,2212";"11,3479";"10,509";"10,1025";"9,7046";"9,7046";"8,9343";"16,0637";"14,557";"12,6709";"21,0636";"18,1965";"13,5965";"10,9242";"10,509";"21,664";"53,2578";"58,2716";"57,2496";"37,1877";"23,5194";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
83029900;2;01/05/2001;;1;1;"70,156";"10,509";"28,2457";29;3;2;2;2;;0;"13,1293";"11,7802";"10,509";"41,3433";"45,7352";"52,2839";"52,2839";"29,5782";"19,3165";"17,1123";"18,752";"17,1123";"14,0723";"11,7802";"10,509";"12,2212";"18,1965";"16,5836";"14,0723";"12,6709";"10,9242";"39,6528";"53,2578";"36,3848";"24,8018";"20,4722";"17,65";"53,2578";"70,156";"62,4569";"47,5585";2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83029900;2;01/04/2001;;1;1;"42,2027";"7,4954";"14,9589";25;14;2;2;2;;0;"17,65";"14,557";"13,1293";"14,0723";"14,557";"15,5526";"14,557";"13,1293";"12,2212";"10,509";"9,7046";"9,7046";"8,1979";"7,4954";"8,1979";"9,3152";"10,509";"10,9242";"11,3479";"12,2212";"13,1293";"14,0723";"16,0637";"17,1123";"42,2027";"35,5912";"24,1561";"18,752";"16,0637";"14,0723";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;
83029900;2;01/03/2001;;1;1;"26,7938";"9,7046";"17,6015";5;11;1;1;1;;0;"19,3165";"19,8899";"20,4722";"23,5194";"26,7938";"24,1561";"20,4722";"18,1965";"15,5526";"12,6709";"9,7046";"10,509";"11,3479";"12,2212";"13,1293";"12,2212";"15,0504";"19,3165";"26,1207";"24,1561";"22,8919";"20,4722";"18,1965";"17,1123";"16,0637";"15,0504";"14,0723";"17,65";"14,557";"17,65";"17,1123";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/02/2001;;1;1;"89,9912";"17,65";"37,771";5;15;1;1;1;"0,0";0;"35,5912";"48,4844";"63,5275";"78,3355";"89,9912";"80,7613";"64,6078";"43,0716";"34,0321";"28,8683";"22,8919";"19,3165";"21,0636";"18,752";"17,65";"18,1965";"18,752";"22,2734";"26,1207";"31,7634";"37,1877";"42,2027";"38,0";"36,3848";"34,807";"33,2666";"28,1676";"23,5194";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
83029900;2;01/01/2001;;1;1;"51,3197";"16,5836";"27,6435";17;5;1;1;1;;0;"22,8919";"21,0636";"20,4722";"18,752";"16,5836";"22,2734";"26,7938";"24,8018";"22,2734";"25,4567";"24,8018";"25,4567";"29,5782";"31,7634";"43,0716";"45,7352";"51,3197";"38,0";"30,2974";"31,7634";"32,5104";"34,0321";"28,1676";"29,5782";"28,1676";"25,4567";"21,0636";"19,3165";"17,1123";"22,2734";"26,1207";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83029900;2;01/12/2000;;1;1;"55,2344";"7,1567";"18,8666";15;12;2;2;2;;0;"22,8919";"21,664";"18,752";"21,664";"18,1965";"16,0637";"12,6709";"10,1025";"8,9343";"8,5619";"7,8425";"7,1567";"11,7802";"10,9242";"55,2344";"17,65";"17,1123";"16,0637";"16,5836";"17,1123";"17,65";"18,752";"19,8899";"21,0636";"22,2734";"22,8919";"23,5194";"25,4567";"26,7938";"25,4567";"24,1561";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
